start_time,end_time,speech,start_frame,end_frame
560,980,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,13,23
560,610,もしこの雨が上がっても,13,14
560,610,もしこの雨が上がっても,13,14
560,980,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,13,23
560,610,もしこの雨が上がっても,13,14
560,610,もしこの雨が上がっても,13,14
610,650,もしこの雨が上がっても,14,15
610,650,もしこの雨が上がっても,14,15
610,650,もしこの雨が上がっても,14,15
610,650,もしこの雨が上がっても,14,15
610,1020,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,14,24
610,980,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,14,23
610,650,即使雨過天晴,14,15
610,610,即使雨過天晴,14,14
610,650,即使雨過天晴,14,15
610,650,即使雨過天晴,14,15
610,610,即使雨過天晴,14,14
610,650,即使雨過天晴,14,15
610,1020,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,14,24
610,980,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,14,23
610,650,即使雨過天晴,14,15
610,610,即使雨過天晴,14,14
610,650,即使雨過天晴,14,15
610,650,即使雨過天晴,14,15
610,610,即使雨過天晴,14,14
610,650,即使雨過天晴,14,15
650,1060,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,15,25
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,1060,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,15,25
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,690,もしこの雨が上がっても,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
650,690,即使雨過天晴,15,16
690,1110,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,16,26
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,1110,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,16,26
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,もしこの雨が上がっても,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
690,730,即使雨過天晴,16,17
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,770,もしこの雨が上がっても,17,18
730,810,もしこの雨が上がっても,17,19
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,810,もしこの雨が上がっても,17,19
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,770,もしこの雨が上がっても,17,18
730,810,もしこの雨が上がっても,17,19
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,810,もしこの雨が上がっても,17,19
730,770,もしこの雨が上がっても,17,18
730,770,もしこの雨が上がっても,17,18
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,810,即使雨過天晴,17,19
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,810,即使雨過天晴,17,19
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,1140,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,17,27
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,810,即使雨過天晴,17,19
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,770,即使雨過天晴,17,18
730,810,即使雨過天晴,17,19
770,1180,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,18,28
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,1180,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,18,28
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,もしこの雨が上がっても,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
770,810,即使雨過天晴,18,19
810,1230,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,19,29
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,1230,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,19,29
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,もしこの雨が上がっても,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
810,860,即使雨過天晴,19,20
860,1270,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,20,30
860,1310,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,20,31
860,900,もしこの雨が上がっても,20,21
860,860,もしこの雨が上がっても,20,20
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,860,もしこの雨が上がっても,20,20
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,1270,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,20,30
860,1310,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,20,31
860,900,もしこの雨が上がっても,20,21
860,860,もしこの雨が上がっても,20,20
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
860,900,もしこの雨が上がっても,20,21
