start_time,end_time,speech,start_frame,end_frame
1120,3240,Afterglow　ホント楽しみ,26,77
1120,3240,我好期待Afterglow,26,77
3240,3980,ねっ,77,95
3240,3980,是啊,77,95
3980,5990,あとどこのバンド出るんだっけ,95,143
3980,5990,還有哪裡的樂隊要出場來著,95,143
5990,8050,なんか「迷子」？,143,193
5990,8050,好像叫「迷子」？,143,193
13970,14800,できた,334,354
13970,14800,成了,334,354
15280,16690,これで完成だよね,366,400
15280,16690,這樣就完成了吧,366,400
16690,18160,早く楽器しまって,400,435
16690,18160,趕緊收拾樂器,400,435
20550,22780,ねえ　できたんだよね　新曲,492,546
20550,22780,話說新歌算是完成了吧,492,546
22780,24550,何やってんの　急いで,546,588
22780,24550,妳幹什麼呢 快點,546,588
24550,25480,だって…,588,610
24550,25480,可是…,588,610
25480,26920,燈　それはいいから,610,645
25480,26920,燈 那個不用管了,610,645
27670,28510,なに,663,683
27670,28510,怎麼了,663,683
28510,29710,おなかすいた,683,712
28510,29710,餓了,683,712
29710,30600,あとで,712,733
29710,30600,之後再說,712,733
30600,32350,それより支度して　早く,733,775
30600,32350,先做好準備 快點,733,775
32350,33070,行くよ,775,792
32350,33070,走吧,775,792
33590,35110,待って　待って,805,841
33590,35110,等下 等下,805,841
36270,36840,ちょ,869,883
36270,36840,不是,869,883
37350,38310,燈,895,918
37350,38310,燈,895,918
38310,39350,もう,918,943
38310,39350,服了,918,943
40920,42030,ほら　行って,981,1007
40920,42030,行了 走吧,981,1007
44270,46850,ちゃんとライブしたかったのに　結局これ？,1061,1123
44270,46850,我還想好好開Live呢 結果這樣？,1061,1123
46850,48360,こうなると思ってた,1123,1159
46850,48360,我早就知道會這樣,1123,1159
48360,50360,ねえ　あれで完成だよね,1159,1207
48360,50360,話說 那樣算是完成了吧,1159,1207
50360,51520,できたんだよね,1207,1235
50360,51520,是成了吧,1207,1235
51840,53210,新曲,1242,1275
51840,53210,新歌,1242,1275
54600,55030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1309,1319
54600,54650,もしこの雨が上がっても,1309,1310
54600,54650,もしこの雨が上がっても,1309,1310
54600,55030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1309,1319
54600,54650,もしこの雨が上がっても,1309,1310
54600,54650,もしこの雨が上がっても,1309,1310
54650,54700,もしこの雨が上がっても,1310,1311
54650,54700,もしこの雨が上がっても,1310,1311
54650,54700,もしこの雨が上がっても,1310,1311
54650,54700,もしこの雨が上がっても,1310,1311
54650,55070,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1310,1320
54650,55030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1310,1319
54650,54700,即使雨過天晴,1310,1311
54650,54650,即使雨過天晴,1310,1310
54650,54700,即使雨過天晴,1310,1311
54650,54700,即使雨過天晴,1310,1311
54650,54650,即使雨過天晴,1310,1310
54650,54700,即使雨過天晴,1310,1311
54650,55070,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1310,1320
54650,55030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1310,1319
54650,54700,即使雨過天晴,1310,1311
54650,54650,即使雨過天晴,1310,1310
54650,54700,即使雨過天晴,1310,1311
54650,54700,即使雨過天晴,1310,1311
54650,54650,即使雨過天晴,1310,1310
54650,54700,即使雨過天晴,1310,1311
54700,55100,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1311,1321
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,55100,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1311,1321
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,もしこの雨が上がっても,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54700,54740,即使雨過天晴,1311,1312
54740,55150,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1312,1322
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,55150,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1312,1322
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,もしこの雨が上がっても,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54740,54780,即使雨過天晴,1312,1313
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,54820,もしこの雨が上がっても,1313,1314
54780,54850,もしこの雨が上がっても,1313,1315
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,54850,もしこの雨が上がっても,1313,1315
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,54820,もしこの雨が上がっても,1313,1314
54780,54850,もしこの雨が上がっても,1313,1315
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,54850,もしこの雨が上がっても,1313,1315
54780,54820,もしこの雨が上がっても,1313,1314
54780,54820,もしこの雨が上がっても,1313,1314
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54850,即使雨過天晴,1313,1315
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54850,即使雨過天晴,1313,1315
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,55200,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1313,1323
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54850,即使雨過天晴,1313,1315
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54820,即使雨過天晴,1313,1314
54780,54850,即使雨過天晴,1313,1315
54820,55240,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1314,1324
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,55240,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1314,1324
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,もしこの雨が上がっても,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54820,54850,即使雨過天晴,1314,1315
54850,55280,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1315,1325
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,55280,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1315,1325
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,もしこの雨が上がっても,1315,1316
54850,54900,即使雨過天晴,1315,1316
54850,54900,即使雨過天晴,1315,1316
54850,54900,即使雨過天晴,1315,1316
54850,54900,即使雨過天晴,1315,1316
54850,54900,即使雨過天晴,1315,1316
