start_time,end_time,speech,start_frame,end_frame
6360,9600,お前　燈をバンドに誘ったの,152,230
6360,9600,妳這人 邀請燈組樂隊了嗎,152,230
10900,12190,そうだけど,261,292
10900,12190,是又怎麼樣,261,292
12190,14940,あのさ　人のこと「お前」って…,292,358
12190,14940,我說 妳一口一個「妳這人」…,292,358
16570,17780,最悪,397,426
16570,17780,太過份了,397,426
18730,20640,絡んできたのそっちでしょう,449,494
18730,20640,是妳先找我麻煩的吧,449,494
21940,23030,ちょっと,526,552
21940,23030,喂,526,552
26170,27140,大丈夫？,627,650
26170,27140,沒事吧？,627,650
33810,34960,どうしたの,810,838
33810,34960,怎麼了,810,838
37140,38820,何でもないです,890,930
37140,38820,沒什麼,890,930
56600,57030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1357,1367
56600,56650,もしこの雨が上がっても,1357,1358
56600,56650,もしこの雨が上がっても,1357,1358
56600,57030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1357,1367
56600,56650,もしこの雨が上がっても,1357,1358
56600,56650,もしこの雨が上がっても,1357,1358
56650,56700,もしこの雨が上がっても,1358,1359
56650,56700,もしこの雨が上がっても,1358,1359
56650,56700,もしこの雨が上がっても,1358,1359
56650,56700,もしこの雨が上がっても,1358,1359
56650,57070,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1358,1368
56650,57030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1358,1367
56650,56700,即使雨過天晴,1358,1359
56650,56650,即使雨過天晴,1358,1358
56650,56700,即使雨過天晴,1358,1359
56650,56700,即使雨過天晴,1358,1359
56650,56650,即使雨過天晴,1358,1358
56650,56700,即使雨過天晴,1358,1359
56650,57070,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1358,1368
56650,57030,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1358,1367
56650,56700,即使雨過天晴,1358,1359
56650,56650,即使雨過天晴,1358,1358
56650,56700,即使雨過天晴,1358,1359
56650,56700,即使雨過天晴,1358,1359
56650,56650,即使雨過天晴,1358,1358
56650,56700,即使雨過天晴,1358,1359
56700,57100,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1359,1369
56700,56740,もしこの雨が上がっても,1359,1360
56700,56740,もしこの雨が上がっても,1359,1360
56700,56740,もしこの雨が上がっても,1359,1360
56700,56740,もしこの雨が上がっても,1359,1360
56700,57100,m 20 0 b 10 0 0 10 0 20 b 0 31 10 40 20 40 b 31 40 40 31 40 20 b 40 10 31 0 20 0,1359,1369
56700,56740,もしこの雨が上がっても,1359,1360
56700,56740,もしこの雨が上がっても,1359,1360
